name,row,mean,se,distribution,lower_bound,upper_bound,ln_mean,ln_sd,description,source
p_relapse_rate_primary_outcome_NRT_once_year_6nbeyond,468,0.1875,,,,,,,"assumption, similar to relapse rate from cessation for the first year",
p_quit_rate_NRT_once_year_one,469,0.03777777777777777,0.007555555555555555,,24.017777777777773,611.7469281045752,0.022968888888888886,0.05258666666666666,,
p_quit_rate_NRT_once,470,0.028225806451612902,0.005645161290322581,,24.26612903225806,835.4481566820276,0.017161290322580645,0.03929032258064516,"similar, around 11 or 8.3% from other studies ",
p_relapse_rate_quit_NRT_once__year_1,471,0.75,,,,,,,,
p_relapse_rate_quit_NRT_once_year2_5,472,0.375,,,,,,,,
p_relapse_rate_quit_NRT_once_year5nabove,473,0.1875,,,,,,,,
p_relapse_rate_quit_NRT_once__disease_state,474,0.375,,,,,,,,
p_reduced_to_quit_rate_NRT_once_year_one,475,0.03777777777777777,,,,,,,,
p_reduced_to_quit_rate_NRT_once,476,0.028225806451612902,,,,,,,,
p_relapse_rate_quit_to_reduced_NRT_once_year1,477,0.75,,,,,,,,
p_relapse_rate_quit_to_reduced_NRT_once_year2_5,478,0.375,,,,,,,,
p_relapse_rate_quit_to_reduced_NRT_once_year5nabove,479,0.1875,,,,,,,,
p_relapse_rate_quit_to_reduced_NRT_once_disease_state,480,0.375,,,,,,,,
p_light_relapse,482,0.5174,,,,,,,,
p_moderate_relapse,483,0.3745,,,,,,,,
p_heavy_relapse,484,0.10810000000000003,,,,,,,,
RR_light_smoker_IHD_GP_reduced,489,1.4259,0.28518,Log-normal,0.8669472,1.9848527999999999,0.35480319330593635,0.2113105050556786,5 vs 2.5 cigs,
RR_moderate_smoker_IHD_GP_reduced,490,1.895742,0.37914840000000005,Log-normal,1.152611136,2.638872864,0.639610318624291,0.2113105050556786,15 vs 7.5 cigs ,
RR_heavy_smoker_IHD_GP_reduced,491,2.301451,0.46029020000000004,Log-normal,1.399282208,3.2036197920000005,0.8335397935857723,0.21131050505567864,30 vs 15 cigs,
RR_light_smoker_stroke_GP_reduced,493,1.185402,0.23708040000000002,Log-normal,0.720724416,1.6500795840000002,0.17008195756437353,0.21131050505567864,5 vs 2.5 cigs,
RR_moderate_smoker_stroke_GP_reduced,494,1.587281,0.3174562,Log-normal,0.9650668479999999,2.209495152,0.46202248951244745,0.21131050505567867,15 vs 7.5 cigs ,
RR_heavy_smoker_stroke_GP_reduced,495,2.02765,0.40553,Log-normal,1.2328112,2.8224888,0.7068774870082044,0.21131050505567864,30 vs 15 cigs,
RR_light_smoker_lungcancer_GP_reduced,497,1.531742,0.3063484,Log-normal,0.9312991359999999,2.132184864,0.42640564982559115,0.21131050505567864,8.5 vs 4.25 pack year,
RR_moderate_smoker_lungcancer_GP_reduced,498,2.987185,0.5974370000000001,Log-normal,1.81620848,4.15816152,1.0943314723679682,0.2113105050556786,25  vs 12.5 pack years ,
RR_heavy_smoker_lungcancer_GP_reduced,499,6.822546,1.3645092,Log-normal,4.148107968,9.496984032,1.9202327159741088,0.21131050505567864,50 vs 25 pack years ,
RR_light_smoker_COPD_GP_reduced,501,1.524782,0.3049564,Log-normal,0.9270674560000001,2.122496544,0.4218514490212606,0.2113105050556786,8.5 vs 4.25 pack year,
RR_moderate_smoker_COPD_GP_reduced,502,2.421652,0.4843304,Log-normal,1.472364416,3.370939584,0.8844499519008341,0.2113105050556786,25  vs 12.5 pack years ,
RR_heavy_smoker_COPD_GP_reduced,503,3.647069,0.7294138000000001,Log-normal,2.217417952,5.076720048,1.2939238313075632,0.21131050505567867,50 vs 25 pack years ,
RR_OAT_to_IHD_reduced_light,507,0.8589759036144579,1,,,,,,5 vs 2.5 cigs,
RR_OAT_to_IHD_reduced_moderate,508,0.8237159948223968,0.76,,,,,,15 vs 7.5 cigs ,
RR_OAT_to_IHD_reduced_heavy,509,0.7683640924780846,0.74,,,,,,30 vs 15 cigs,
RR_OAT_to_stroke_reduced_light,511,0.8467157142857143,0.88,,,,,,5 vs 2.5 cigs,
RR_OAT_to_stroke_reduced_moderate,512,0.7828180405888591,0.85,,,,,,15 vs 7.5 cigs ,
RR_OAT_to_stroke_reduced_heavy,513,0.8352254097347742,0.73,,,,,,30 vs 15 cigs,
RR_OAT_to_lungcancer_reduced_light,515,0.7195445624366417,0.98,,,,,,8.5 vs 4.25 pack year,
RR_OAT_to_lungcancer_reduced_moderate,516,0.43784021390255196,0.87,,,,,,25 vs 12.5 pack years ,
RR_OAT_to_lungcancer_reduced_heavy,517,0.5079115673297104,0.79,,,,,,50 vs 25 pack years ,
RR_OAT_to_COPD_reduced_light,519,0.7630384381147404,0.93,,,,,,8.5 vs 4.25 pack year,
RR_OAT_to_COPD_reduced_moderate,520,0.6639995020659055,0.93,,,,,,25  vs 12.5 pack years ,
RR_OAT_to_COPD_reduced_heavy,521,0.5940388748494367,0.93,,,,,,50 vs 25 pack years ,
RR_OAT_to_IHD_reduced_light_first_five,525,0.76,0.15200000000000002,Log-normal,0.5,1.15,-0.2744368457017603,0.21248072145840052,5 vs 2.5 cigs,0.76
RR_OAT_to_IHD_reduced_moderate_first_five,526,0.88,0.17600000000000002,Log-normal,0.75,1.03,-0.12783337150988489,0.08093028167754127,15 vs 7.5 cigs ,0.88
RR_OAT_to_IHD_reduced_heavy_first_five,527,0.99,0.198,Log-normal,0.91,1.07,-0.01005033585350145,0.04131946536330504,30 vs 15 cigs,0.99
RR_OAT_to_stroke_reduced_light_first_five,529,0.81,0.16200000000000003,Log-normal,0.62,1.06,-0.21072103131565253,0.13681493978901624,5 vs 2.5 cigs,0.81
RR_OAT_to_stroke_reduced_moderate_first_five,530,0.97,0.194,Log-normal,0.86,1.09,-0.030459207484708574,0.06046044413189898,15 vs 7.5 cigs ,0.97
RR_OAT_to_stroke_reduced_heavy_first_five,531,1,0.2,Log-normal,0.96,1.08,0,0.030047244894661627,30 vs 15 cigs,1
RR_OAT_to_lungcancer_reduced_light_first_five,533,0.96,0.192,Log-normal,0.66,1.38,-0.040821994520255166,0.18816645329936305,https://acsjournals.onlinelibrary.wiley.com/doi/10.1002/cncr.34172,0.96
RR_OAT_to_lungcancer_reduced_moderate_first_five,534,0.91,0.18200000000000002,Log-normal,0.76,1.06,-0.09431067947124129,0.08487547639907589,https://acsjournals.onlinelibrary.wiley.com/doi/10.1002/cncr.34172,0.91
RR_OAT_to_lungcancer_reduced_heavy_first_five,535,0.81,0.16200000000000003,Log-normal,0.75,0.87,-0.21072103131565253,0.03786294194408452,https://acsjournals.onlinelibrary.wiley.com/doi/10.1002/cncr.34172,0.81
RR_OAT_to_COPD_reduced_light_first_five,537,0.93,0.18600000000000003,Log-normal,0.73,1.18,-0.07257069283483537,0.12250867544129093,"967.full.pdf, godtfredsen et al. 2002",0.93
RR_OAT_to_COPD_reduced_moderate_first_five,538,0.93,0.18600000000000003,Log-normal,0.73,1.18,-0.07257069283483537,0.12250867544129093,"967.full.pdf, godtfredsen et al. 2002",0.93
RR_OAT_to_COPD_reduced_heavy_first_five,539,0.93,0.18600000000000003,Log-normal,0.73,1.18,-0.07257069283483537,0.12250867544129093,"967.full.pdf, godtfredsen et al. 2002",0.93
Effectiveness_of_quitting_in_all_cause_mortality,541,,,,,,,,,
RR_mortality_current_smoker,543,1,2.2–3.4,Log-normal,2.2,3.4,0,0.1110525689991191,,
RR_mortality_former_smoker,544,1,1.1–1.5,Log-normal,1.1,1.5,0,0.07912260907606009,,
RR_mortality_quit,545,1,,,,,,,https://evidence.nejm.org/doi/full/10.1056/EVIDoa2300272,
RR_mortality_quit_CVD,547,1,0.55-0.66,Log-normal,0.55,0.66,0,0.04651145588186412,"Smoking cessation for secondary prevention of cardiovascular disease - Wu, AD - 2022 | Cochrane Library",
RR_mortality_quit_COPD,548,1,0.70–0.87,Log-normal,0.7,0.87,0,0.055463487676342495,Improved outcomes in ex-smokers with COPD: a UK primary care observational cohort study | European Respiratory Society,
RR_mortality_quit_LC,549,1,0.68–0.96,Log-normal,0.64,0.8,0,0.056925421353233446,https://www.sciencedirect.com/science/article/pii/S1556086421034043,
Effectiveness_of_quitting,551,,,,,,,,,
RR_OAT_to_IHD_quit_light,553,0.6024096385542169,,,,,,,,
RR_OAT_to_IHD_quit_moderate,554,0.4345084905131589,,,,,,,,
RR_OAT_to_IHD_quit_heavy,555,0.3338607219871657,,,,,,,,
RR_OAT_to_stroke_quit_light,557,0.7142857142857143,,,,,,,,
RR_OAT_to_stroke_quit_moderate,558,0.4931817621384361,,,,,,,,
RR_OAT_to_stroke_quit_heavy,559,0.4119179393557933,,,,,,,,
RR_OAT_to_lungcancer_quit_light,561,0.46975571763171714,,,,,,,,
RR_OAT_to_lungcancer_quit_moderate,562,0.14657284831791534,,,,,,,,
RR_OAT_to_lungcancer_quit_heavy,563,0.07444604511713229,,,,,,,,
RR_OAT_to_COPD_quit_light,565,0.5004246102818242,,,,,,,,
RR_OAT_to_COPD_quit_moderate,566,0.27419278330078206,,,,,,,,
RR_OAT_to_COPD_quit_heavy,567,0.162881172483832,,,,,,,,
Effectiveness_of_quitting_first_five_years,570,,,,,,,,,
RR_OAT_to_IHD_quit_light_first_five,572,1,0.2,Log-normal,0.84,1.25,0,0.10140414354406327,https://academic.oup.com/eurheartj/article/42/40/4141/6357311,
RR_OAT_to_IHD_quit_moderate_first_five,573,0.76,0.15200000000000002,Log-normal,0.69,0.84,-0.2744368457017603,0.05018211961997262,https://academic.oup.com/eurheartj/article/42/40/4141/6357311,
RR_OAT_to_IHD_quit_heavy_first_five,574,0.74,0.148,Log-normal,0.68,0.8,-0.3011050927839216,0.041459672417376935,https://academic.oup.com/eurheartj/article/42/40/4141/6357311,
RR_OAT_to_stroke_quit_light_first_five,576,0.88,0.17600000000000002,Log-normal,0.77,1.01,-0.12783337150988489,0.06921430626472592,https://academic.oup.com/eurheartj/article/42/40/4141/6357311,0.88
RR_OAT_to_stroke_quit_moderate_first_five,577,0.85,0.17,Log-normal,0.79,0.92,-0.16251892949777494,0.03886314385969922,https://academic.oup.com/eurheartj/article/42/40/4141/6357311,
RR_OAT_to_stroke_quit_heavy_first_five,578,0.73,0.146,Log-normal,0.68,0.78,-0.31471074483970024,0.035000929250667355,https://academic.oup.com/eurheartj/article/42/40/4141/6357311,
RR_OAT_to_lungcancer_quit_light_first_five,580,0.98,0.196,Log-normal,0.81,1.17,-0.020202707317519466,0.09380906563229821,https://acsjournals.onlinelibrary.wiley.com/doi/10.1002/cncr.34172,0.98
RR_OAT_to_lungcancer_quit_moderate_first_five,581,0.87,0.17400000000000002,Log-normal,0.8,0.95,-0.13926206733350766,0.04384015682997036,https://acsjournals.onlinelibrary.wiley.com/doi/10.1002/cncr.34172,
RR_OAT_to_lungcancer_quit_heavy_first_five,582,0.79,0.15800000000000003,Log-normal,0.74,0.84,-0.23572233352106983,0.032335212952621865,https://acsjournals.onlinelibrary.wiley.com/doi/10.1002/cncr.34172,
RR_OAT_to_COPD_quit_light_first_five,584,0.66,0.132,Log-normal,0.47,0.93,-0.4155154439616658,0.17409806935900124,"967.full.pdf, godtfredsen et al. 2002",
RR_OAT_to_COPD_quit_moderate_first_five,585,0.66,0.132,Log-normal,0.47,0.93,-0.4155154439616658,0.17409806935900124,"967.full.pdf, godtfredsen et al. 2002",
RR_OAT_to_COPD_quit_heavy_first_five,586,0.66,0.132,Log-normal,0.47,0.93,-0.4155154439616658,0.17409806935900124,"967.full.pdf, godtfredsen et al. 2002",
IHD_20_29,590,7.749864281689307e-05,1.5499728563378615e-05,Log-normal,4.7119174832670985e-05,0.00010787811080111515,-9.4652501337984,0.21131050505567864,,
IHD_30_39,591,0.0003173568900687877,6.347137801375755e-05,Log-normal,0.0001929529891618229,0.0004417607909757525,-8.055483581186136,0.2113105050556784,,
IHD_40_49,592,0.001410538733661635,0.000282107746732327,Log-normal,0.000857607550066274,0.001963469917256996,-6.5637835669551805,0.21131050505567864,,
IHD_50_59,593,0.0036864329334667075,0.0007372865866933416,Log-normal,0.0022413512235477584,0.005131514643385657,-5.603095973168057,0.21131050505567864,,
IHD_Over60,594,0.008447433319715673,0.0016894866639431347,Log-normal,0.005136039458387129,0.011758827181044217,-4.773892632900244,0.21131050505567864,,
stroke_20_29,596,9.646406115948908e-05,1.929281223189782e-05,Log-normal,5.865014918496936e-05,0.00013427797313400882,-9.246340042203814,0.21131050505567864,,
stroke_30_39,597,0.00018148969160850542,3.629793832170109e-05,Log-normal,0.00011034573249797128,0.00025263365071903957,-8.614311701417721,0.21131050505567908,,
stroke_40_49,598,0.000483336465364082,9.666729307281641e-05,Log-normal,0.00029386857094136187,0.0006728043597868022,-7.634797531175141,0.21131050505567864,,
stroke_50_59,599,0.0011474070180821894,0.0002294814036164379,Log-normal,0.0006976234669939711,0.0015971905691704077,-6.770250649306416,0.21131050505567864,,
stroke_Over60,600,0.004294202956574524,0.0008588405913149048,Log-normal,0.0026108753975973105,0.005977530515551738,-5.450489315487753,0.21131050505567864,,
COPD_20_29,602,0.0002714236422285527,5.428472844571054e-05,Log-normal,0.00016502557447496002,0.00037782170998214537,-8.21182970224055,0.21131050505567864,,
COPD_30_39,603,0.00032313574275063465,6.462714855012693e-05,Log-normal,0.00019646653159238587,0.00044980495390888346,-8.037438066830603,0.2113105050556784,,
COPD_40_49,604,0.0013076282298267981,0.0002615256459653596,Log-normal,0.0007950379637346932,0.001820218495918903,-6.639540294308716,0.21131050505567864,,
COPD_50_59,605,0.002912523394725081,0.0005825046789450162,Log-normal,0.0017708142239928493,0.0040542325654573125,-5.838735427598945,0.21131050505567864,,
COPD_Over60,606,0.008507636383808057,0.0017015272767616114,Log-normal,0.005172642921355299,0.011842629846260815,-4.766791120708827,0.2113105050556784,,
lungcancer_20_29,608,1.14424421624799e-06,2.28848843249598e-07,Log-normal,6.957004834787779e-07,1.592787949017202e-06,-13.680766212048121,0.21131050505567864,,
lungcancer_30_39,609,8.87410996532456e-06,1.774821993064912e-06,Log-normal,5.395458858917332e-06,1.2352761071731786e-05,-11.632372513228963,0.21131050505567864,,
lungcancer_40_49,610,6.057897613481875e-05,1.211579522696375e-05,Log-normal,3.68320174899698e-05,8.43259347796677e-05,-9.711562653550946,0.21131050505567864,,
lungcancer_50_59,611,0.0002714471198718366,5.428942397436732e-05,Log-normal,0.00016503984888207665,0.0003778543908615965,-8.211743207829954,0.2113105050556784,,
lungcancer_Over60,612,0.0015105134060132076,0.00030210268120264155,Log-normal,0.0009183921508560302,0.002102634661170385,-6.495305681961303,0.21131050505567864,,
inc_20_29_IHD_to_secondaryIHD_light,616,0.00039237562858192955,,,,,,,,
inc_30_39_IHD_to_secondaryIHD_light,617,0.001606777934418272,,,,,,,,
inc_40_49_IHD_to_secondaryIHD_light,618,0.007141557608528857,,,,,,,,
inc_50_59_IHD_to_secondaryIHD_light,619,0.018664409942141937,,,,,,,,
inc_Over60_IHD_to_secondaryIHD_light,620,0.04276935489772045,,,,,,,,
inc_20_29_IHD_to_stroke_light,622,0.0003740876291764986,,,,,,,,
inc_30_39_IHD_to_stroke_light,623,0.000703817024057784,,,,,,,,
inc_40_49_IHD_to_stroke_light,624,0.00187437881268191,,,,,,,,
inc_50_59_IHD_to_stroke_light,625,0.00444964441612273,,,,,,,,
inc_Over60_IHD_to_stroke_light,626,0.016652919065596003,,,,,,,,
inc_20_29_IHD_to_COPD_light,628,0.0017844521723842414,,,,,,,,
inc_30_39_IHD_to_COPD_light,629,0.0021244290784397527,,,,,,,,
inc_40_49_IHD_to_COPD_light,630,0.00859689309386154,,,,,,,,
inc_50_59_IHD_to_COPD_light,631,0.019148142940550242,,,,,,,,
inc_Over60_IHD_to_COPD_light,632,0.05593274816553349,,,,,,,,
inc_20_29_IHD_to_lungcancer_light,634,4.5306404208363865e-06,,,,,,,,
inc_30_39_IHD_to_lungcancer_light,635,3.5137080648466034e-05,,,,,,,,
inc_40_49_IHD_to_lungcancer_light,636,0.00023986274436174127,,,,,,,,
inc_50_59_IHD_to_lungcancer_light,637,0.0010747961632208277,,,,,,,,
inc_Over60_IHD_to_lungcancer_light,638,0.00598088502115311,,,,,,,,
inc_20_29_IHD_to_secondaryIHD_moderate,642,0.0005439959534792232,,,,,,,,
inc_30_39_IHD_to_secondaryIHD_moderate,643,0.0022276630626173895,,,,,,,,
inc_40_49_IHD_to_secondaryIHD_moderate,644,0.009901171626329124,,,,,,,,
inc_50_59_IHD_to_secondaryIHD_moderate,645,0.025876641521537656,,,,,,,,
inc_Over60_IHD_to_secondaryIHD_moderate,646,0.05929612927633351,,,,,,,,
inc_20_29_IHD_to_stroke_moderate,648,0.0005417991294998054,,,,,,,,
inc_30_39_IHD_to_stroke_moderate,649,0.0010193532777362613,,,,,,,,
inc_40_49_IHD_to_stroke_moderate,650,0.0027147029996674823,,,,,,,,
inc_50_59_IHD_to_stroke_moderate,651,0.006444515357393754,,,,,,,,
inc_Over60_IHD_to_stroke_moderate,652,0.024118779530968384,,,,,,,,
inc_20_29_IHD_to_COPD_moderate,654,0.0032567734722338017,,,,,,,,
inc_30_39_IHD_to_COPD_moderate,655,0.0038772595720850092,,,,,,,,
inc_40_49_IHD_to_COPD_moderate,656,0.01569004415193117,,,,,,,,
inc_50_59_IHD_to_COPD_moderate,657,0.03494695175158603,,,,,,,,
inc_Over60_IHD_to_COPD_moderate,658,0.10208191246238636,,,,,,,,
inc_20_29_IHD_to_lungcancer_moderate,660,1.4520385369089697e-05,,,,,,,,
inc_30_39_IHD_to_lungcancer_moderate,661,0.0001126118836123225,,,,,,,,
inc_40_49_IHD_to_lungcancer_moderate,662,0.0007687433034416278,,,,,,,,
inc_50_59_IHD_to_lungcancer_moderate,663,0.003444646459121202,,,,,,,,
inc_Over60_IHD_to_lungcancer_moderate,664,0.01916831778482372,,,,,,,,
inc_20_29_IHD_to_secondaryIHD_heavy,668,0.0007079924202662283,,,,,,,,
inc_30_39_IHD_to_secondaryIHD_heavy,669,0.0028992284835081977,,,,,,,,
inc_40_49_IHD_to_secondaryIHD_heavy,670,0.012886041556674553,,,,,,,,
inc_50_59_IHD_to_secondaryIHD_heavy,671,0.03367757782392169,,,,,,,,
inc_Over60_IHD_to_secondaryIHD_heavy,672,0.07717191609656691,,,,,,,,
inc_20_29_IHD_to_stroke_heavy,674,0.0006486861189626087,,,,,,,,
inc_30_39_IHD_to_stroke_heavy,675,0.001220452905114509,,,,,,,,
inc_40_49_IHD_to_stroke_heavy,676,0.0032502639024470487,,,,,,,,
inc_50_59_IHD_to_stroke_heavy,677,0.007715899543142742,,,,,,,,
inc_Over60_IHD_to_stroke_heavy,678,0.028876970515812374,,,,,,,,
inc_20_29_IHD_to_COPD_heavy,680,0.005482424821202574,,,,,,,,
inc_30_39_IHD_to_COPD_heavy,681,0.006526945855298995,,,,,,,,
inc_40_49_IHD_to_COPD_heavy,682,0.026412487155672966,,,,,,,,
inc_50_59_IHD_to_COPD_heavy,683,0.058829401965390875,,,,,,,,
inc_Over60_IHD_to_COPD_heavy,684,0.17184382501609805,,,,,,,,
inc_20_29_IHD_to_lungcancer_heavy,686,2.8588412438466475e-05,,,,,,,,
inc_30_39_IHD_to_lungcancer_heavy,687,0.00022171553249784634,,,,,,,,
inc_40_49_IHD_to_lungcancer_heavy,688,0.0015135376961056659,,,,,,,,
inc_50_59_IHD_to_lungcancer_heavy,689,0.006781980723989126,,,,,,,,
inc_Over60_IHD_to_lungcancer_heavy,690,0.03773947871594864,,,,,,,,
inc_20_29_Stroke_AS_to_secondary_stroke_light,696,0.0003808401134576628,,,,,,,,
inc_30_39_Stroke_AS_to_secondary_stroke_light,697,0.0007165213024703794,,,,,,,,
inc_40_49_Stroke_AS_to_secondary_stroke_light,698,0.0019082123652573956,,,,,,,,
inc_50_59_Stroke_AS_to_secondary_stroke_light,699,0.004529962907388483,,,,,,,,
inc_Over60_Stroke_AS_to_secondary_stroke_light,700,0.01695351327255622,,,,,,,,
inc_20_29_Stroke_MS_to_stroke_SS_light,702,0.0005807136481801242,,,,,,,,
inc_30_39_Stroke_MS_to_stroke_SS_light,703,0.0010925679434832026,,,,,,,,
inc_40_49_Stroke_MS_to_stroke_SS_light,704,0.0029096855214917733,,,,,,,,
inc_50_59_Stroke_MS_to_stroke_SS_light,705,0.006907390248854779,,,,,,,,
inc_Over60_Stroke_MS_to_stroke_SS_light,706,0.02585110179857863,,,,,,,,
inc_20_29_stroke_to_lungcancer_light,708,4.5306404208363865e-06,,,,,,,,
inc_30_39_stroke_to_lungcancer_light,709,3.5137080648466034e-05,,,,,,,,
inc_40_49_stroke_to_lungcancer_light,710,0.00023986274436174127,,,,,,,,
inc_50_59_stroke_to_lungcancer_light,711,0.0010747961632208277,,,,,,,,
inc_Over60_stroke_to_lungcancer_light,712,0.00598088502115311,,,,,,,,
inc_20_29_Stroke_AS_to_secondary_stroke_moderate,716,0.0005515788971803073,,,,,,,,
inc_30_39_Stroke_AS_to_secondary_stroke_moderate,717,0.0010377531563957605,,,,,,,,
inc_40_49_Stroke_AS_to_secondary_stroke_moderate,718,0.002763704858867256,,,,,,,,
inc_50_59_Stroke_AS_to_secondary_stroke_moderate,719,0.0065608423494044705,,,,,,,,
inc_Over60_Stroke_AS_to_secondary_stroke_moderate,720,0.024554136562213297,,,,,,,,
inc_20_29_Stroke_MS_to_stroke_SS_moderate,722,0.0008410600205231636,,,,,,,,
inc_30_39_Stroke_MS_to_stroke_SS_moderate,723,0.0015823895647169397,,,,,,,,
inc_40_49_Stroke_MS_to_stroke_SS_moderate,724,0.004214159891180568,,,,,,,,
inc_50_59_Stroke_MS_to_stroke_SS_moderate,725,0.01000412131292171,,,,,,,,
inc_Over60_Stroke_MS_to_stroke_SS_moderate,726,0.03744070468706283,,,,,,,,
inc_20_29_stroke_to_lungcancer_moderate,728,1.4520385369089697e-05,,,,,,,,
inc_30_39_stroke_to_lungcancer_moderate,729,0.0001126118836123225,,,,,,,,
inc_40_49_stroke_to_lungcancer_moderate,730,0.0007687433034416278,,,,,,,,
inc_50_59_stroke_to_lungcancer_moderate,731,0.003444646459121202,,,,,,,,
inc_Over60_stroke_to_lungcancer_moderate,732,0.01916831778482372,,,,,,,,
inc_20_29_Stroke_AS_to_secondary_stroke_heavy,736,0.0006603952546839554,,,,,,,,
inc_30_39_Stroke_AS_to_secondary_stroke_heavy,737,0.0012424827409469007,,,,,,,,
inc_40_49_Stroke_AS_to_secondary_stroke_heavy,738,0.003308932925956923,,,,,,,,
inc_50_59_Stroke_AS_to_secondary_stroke_heavy,739,0.007855175708181419,,,,,,,,
inc_Over60_Stroke_AS_to_secondary_stroke_heavy,740,0.02939821547097144,,,,,,,,
inc_20_29_Stroke_MS_to_stroke_SS_heavy,742,0.0010069856720358187,,,,,,,,
inc_30_39_Stroke_MS_to_stroke_SS_heavy,743,0.0018945658815856998,,,,,,,,
inc_40_49_Stroke_MS_to_stroke_SS_heavy,744,0.005045536021849209,,,,,,,,
inc_50_59_Stroke_MS_to_stroke_SS_heavy,745,0.011977750193326277,,,,,,,,
inc_Over60_Stroke_MS_to_stroke_SS_heavy,746,0.04482706614367986,,,,,,,,
inc_20_29_stroke_to_lungcancer_heavy,748,2.8588412438466475e-05,,,,,,,,
inc_30_39_stroke_to_lungcancer_heavy,749,0.00022171553249784634,,,,,,,,
inc_40_49_stroke_to_lungcancer_heavy,750,0.0015135376961056659,,,,,,,,
inc_50_59_stroke_to_lungcancer_heavy,751,0.006781980723989126,,,,,,,,
inc_Over60_stroke_to_lungcancer_heavy,752,0.03773947871594864,,,,,,,,
inc_20_29_COPD_to_stroke_light,756,0.0001755645913102701,,,,,,,,
inc_30_39_COPD_to_stroke_light,757,0.00033031123872747986,,,,,,,,
inc_40_49_COPD_to_stroke_light,758,0.0008796723669626293,,,,,,,,
inc_50_59_COPD_to_stroke_light,759,0.0020882807729095845,,,,,,,,
inc_Over60_COPD_to_stroke_light,760,0.007815449380965634,,,,,,,,
inc_20_29_COPD_to_lungcancer_light,762,1.1054762626840784e-05,,,,,,,,
inc_30_39_COPD_to_lungcancer_light,763,8.573447678225712e-05,,,,,,,,
inc_40_49_COPD_to_lungcancer_light,764,0.0005852650962426487,,,,,,,,
inc_50_59_COPD_to_lungcancer_light,765,0.0026225026382588196,,,,,,,,
inc_Over60_COPD_to_lungcancer_light,766,0.014593359451613587,,,,,,,,
inc_20_29_COPD_to_stroke_moderate,770,0.0002542739596930495,,,,,,,,
inc_30_39_COPD_to_stroke_moderate,771,0.0004783968451469818,,,,,,,,
inc_40_49_COPD_to_stroke_moderate,772,0.0012740483391941253,,,,,,,,
inc_50_59_COPD_to_stroke_moderate,773,0.003024501792278657,,,,,,,,
inc_Over60_COPD_to_stroke_moderate,774,0.011319282812367833,,,,,,,,
inc_20_29_COPD_to_lungcancer_moderate,776,3.542974030057886e-05,,,,,,,,
inc_30_39_COPD_to_lungcancer_moderate,777,0.00027477299601406685,,,,,,,,
inc_40_49_COPD_to_lungcancer_moderate,778,0.001875733660397572,,,,,,,,
inc_50_59_COPD_to_lungcancer_moderate,779,0.008404937360255733,,,,,,,,
inc_Over60_COPD_to_lungcancer_moderate,780,0.04677069539496988,,,,,,,,
inc_20_29_COPD_to_stroke_heavy,784,0.00030443752875501494,,,,,,,,
inc_30_39_COPD_to_stroke_heavy,785,0.0005727757316421883,,,,,,,,
inc_40_49_COPD_to_stroke_heavy,786,0.0015253946112567377,,,,,,,,
inc_50_59_COPD_to_stroke_heavy,787,0.0036211802910056192,,,,,,,,
inc_Over60_COPD_to_stroke_heavy,788,0.013552368834135771,,,,,,,,
inc_20_29_COPD_to_lungcancer_heavy,790,6.97557263498582e-05,,,,,,,,
inc_30_39_COPD_to_lungcancer_heavy,791,0.000540985899294745,,,,,,,,
inc_40_49_COPD_to_lungcancer_heavy,792,0.0036930319784978247,,,,,,,,
inc_50_59_COPD_to_lungcancer_heavy,793,0.01654803296653347,,,,,,,,
inc_Over60_COPD_to_lungcancer_heavy,794,0.09208432806691468,,,,,,,,
